filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,proper name,in FULL pattern
rccd100506.0003.fits,A0620-00,06:22:43.94,-00:20:33.7,2010-05-06,23:29:40.148,2455323.47893,360.0,1.8,I,H,A0620-00,1
rccd100508.0009.fits,A0620-00,06:22:45.60,-00:20:50.8,2010-05-08,23:13:32.439,2455325.46773,360.0,1.73,B,H,A0620-00,1
rccd100508.0010.fits,A0620-00,06:22:45.48,-00:20:51.0,2010-05-08,23:20:27.995,2455325.47254,360.0,1.79,V,H,A0620-00,1
rccd100508.0011.fits,A0620-00,06:22:45.44,-00:20:52.3,2010-05-08,23:27:25.306,2455325.47737,360.0,1.86,I,H,A0620-00,1
rccd100510.0003.fits,A0620-00,06:22:45.45,-00:20:47.6,2010-05-10,23:01:20.794,2455327.45927,360.0,1.69,B,H,A0620-00,1
rccd100510.0004.fits,A0620-00,06:22:45.37,-00:20:49.8,2010-05-10,23:08:15.953,2455327.46407,360.0,1.75,V,H,A0620-00,1
rccd100510.0005.fits,A0620-00,06:22:45.30,-00:20:52.0,2010-05-10,23:15:13.008,2455327.4689,360.0,1.82,I,H,A0620-00,1
rccd100822.0119.fits,A0620-00,06:22:44.49,-00:20:45.3,2010-08-23,10:01:12.788,2455431.91751,360.0,1.62,B,H,A0620-00,1
rccd100822.0120.fits,A0620-00,06:22:44.23,-00:20:46.7,2010-08-23,10:08:09.027,2455431.92233,360.0,1.57,V,H,A0620-00,1
rccd100822.0121.fits,A0620-00,06:22:44.30,-00:20:46.0,2010-08-23,10:15:06.954,2455431.92717,360.0,1.53,I,H,A0620-00,1
rccd100823.0152.fits,A0620-00,06:22:44.51,-00:20:45.3,2010-08-24,10:01:15.473,2455432.91755,360.0,1.59,B,H,A0620-00,1
rccd100823.0153.fits,A0620-00,06:22:44.41,-00:20:46.4,2010-08-24,10:08:11.170,2455432.92236,360.0,1.55,V,H,A0620-00,1
rccd100823.0154.fits,A0620-00,06:22:44.42,-00:20:46.1,2010-08-24,10:15:08.613,2455432.9272,360.0,1.51,I,H,A0620-00,1
rccd100825.0104.fits,A0620-00,06:22:44.43,-00:20:45.0,2010-08-26,09:04:51.566,2455434.87838,360.0,2.04,B,H,A0620-00,1
rccd100825.0105.fits,A0620-00,06:22:44.62,-00:20:43.3,2010-08-26,09:11:47.530,2455434.8832,360.0,1.96,V,H,A0620-00,1
rccd100825.0106.fits,A0620-00,06:22:44.44,-00:20:41.8,2010-08-26,09:18:45.399,2455434.88803,360.0,1.88,I,H,A0620-00,1
rccd100827.0118.fits,A0620-00,06:22:43.92,-00:20:40.4,2010-08-28,09:11:27.040,2455436.88295,360.0,1.87,B,H,A0620-00,1
rccd100827.0119.fits,A0620-00,06:22:43.73,-00:20:40.9,2010-08-28,09:18:23.187,2455436.88777,360.0,1.81,V,H,A0620-00,1
rccd100827.0120.fits,A0620-00,06:22:43.51,-00:20:41.1,2010-08-28,09:25:20.782,2455436.8926,360.0,1.74,I,H,A0620-00,1
rccd100830.0121.fits,A0620-00,06:22:44.54,-00:20:44.8,2010-08-31,08:44:46.233,2455439.86443,360.0,2.05,B,H,A0620-00,1
rccd100830.0122.fits,A0620-00,06:22:44.69,-00:20:42.3,2010-08-31,08:51:42.870,2455439.86925,360.0,1.96,V,H,A0620-00,1
rccd100830.0123.fits,A0620-00,06:22:44.68,-00:20:40.9,2010-08-31,08:58:40.954,2455439.87409,360.0,1.89,I,H,A0620-00,1
rccd100906.0093.fits,A0620-00,06:22:44.36,-00:20:43.9,2010-09-07,08:52:59.478,2455446.87014,360.0,1.68,B,H,A0620-00,1
rccd100906.0094.fits,A0620-00,06:22:44.11,-00:20:44.7,2010-09-07,08:59:55.780,2455446.87496,360.0,1.63,V,H,A0620-00,1
rccd100906.0095.fits,A0620-00,06:22:43.99,-00:20:45.2,2010-09-07,09:06:54.633,2455446.87981,360.0,1.58,I,H,A0620-00,1
rccd100907.0120.fits,A0620-00,06:22:44.53,-00:20:43.7,2010-09-08,09:47:17.077,2455447.90784,360.0,1.36,B,H,A0620-00,1
rccd100907.0121.fits,A0620-00,06:22:44.54,-00:20:43.1,2010-09-08,09:54:13.539,2455447.91266,360.0,1.34,V,H,A0620-00,1
rccd100907.0122.fits,A0620-00,06:22:44.60,-00:20:42.2,2010-09-08,10:01:11.705,2455447.9175,360.0,1.31,I,H,A0620-00,1
rccd100908.0110.fits,A0620-00,06:22:44.40,-00:20:43.9,2010-09-09,09:07:09.773,2455448.87998,360.0,1.53,B,H,A0620-00,1
rccd100908.0111.fits,A0620-00,06:22:44.42,-00:20:44.5,2010-09-09,09:14:05.884,2455448.8848,360.0,1.5,V,H,A0620-00,1
rccd100908.0112.fits,A0620-00,06:22:44.52,-00:20:43.9,2010-09-09,09:21:03.599,2455448.88963,360.0,1.46,I,H,A0620-00,1
rccd100914.0109.fits,A0620-00,06:22:46.10,-00:20:57.3,2010-09-15,08:45:42.234,2455454.86507,360.0,1.52,B,H,A0620-00,1
rccd100914.0110.fits,A0620-00,06:22:46.20,-00:20:57.6,2010-09-15,08:52:38.816,2455454.86989,360.0,1.48,V,H,A0620-00,1
rccd100914.0111.fits,A0620-00,06:22:46.22,-00:20:58.2,2010-09-15,08:59:36.720,2455454.87473,360.0,1.45,I,H,A0620-00,1
rccd100915.0124.fits,A0620-00,06:22:44.20,-00:20:38.3,2010-09-16,08:22:51.909,2455455.84921,360.0,1.65,B,H,A0620-00,1
rccd100915.0125.fits,A0620-00,06:22:44.06,-00:20:39.1,2010-09-16,08:29:48.271,2455455.85403,360.0,1.6,V,H,A0620-00,1
rccd100915.0126.fits,A0620-00,06:22:44.06,-00:20:38.3,2010-09-16,08:36:46.602,2455455.85887,360.0,1.55,I,H,A0620-00,1
rccd100916.0111.fits,A0620-00,06:22:44.50,-00:20:42.3,2010-09-17,09:04:33.219,2455456.87818,360.0,1.39,B,H,A0620-00,1
rccd100916.0112.fits,A0620-00,06:22:44.48,-00:20:42.1,2010-09-17,09:11:29.384,2455456.88299,360.0,1.36,V,H,A0620-00,1
rccd100916.0113.fits,A0620-00,06:22:44.45,-00:20:41.8,2010-09-17,09:18:27.152,2455456.88783,360.0,1.34,I,H,A0620-00,1
rccd100918.0087.fits,A0620-00,06:22:44.46,-00:20:42.4,2010-09-19,09:11:54.420,2455458.88327,360.0,1.33,B,H,A0620-00,1
rccd100918.0088.fits,A0620-00,06:22:44.50,-00:20:42.4,2010-09-19,09:18:50.450,2455458.88809,360.0,1.31,V,H,A0620-00,1
rccd100918.0089.fits,A0620-00,06:22:44.65,-00:20:42.6,2010-09-19,09:25:48.401,2455458.89293,360.0,1.29,I,H,A0620-00,1
rccd100919.0117.fits,A0620-00,06:22:44.49,-00:20:44.2,2010-09-20,08:25:15.838,2455459.85089,360.0,1.53,B,H,A0620-00,1
rccd100919.0118.fits,A0620-00,06:22:44.51,-00:20:43.3,2010-09-20,08:32:11.882,2455459.8557,360.0,1.49,V,H,A0620-00,1
rccd100919.0119.fits,A0620-00,06:22:44.61,-00:20:42.2,2010-09-20,08:39:09.563,2455459.86054,360.0,1.45,I,H,A0620-00,1
rccd100922.0022.fits,A0620-00,06:22:44.51,-00:20:44.9,2010-09-23,08:55:21.254,2455462.87178,360.0,1.34,B,H,A0620-00,1
rccd100922.0023.fits,A0620-00,06:22:44.48,-00:20:44.4,2010-09-23,09:02:17.185,2455462.8766,360.0,1.31,V,H,A0620-00,1
rccd100922.0024.fits,A0620-00,06:22:44.60,-00:20:44.1,2010-09-23,09:09:15.575,2455462.88144,360.0,1.29,I,H,A0620-00,1
rccd100924.0087.fits,A0620-00,06:22:44.41,-00:20:45.5,2010-09-25,07:16:32.182,2455464.80315,360.0,1.93,B,H,A0620-00,1
rccd100924.0088.fits,A0620-00,06:22:44.30,-00:20:44.9,2010-09-25,07:23:28.163,2455464.80796,360.0,1.85,V,H,A0620-00,1
rccd100924.0089.fits,A0620-00,06:22:43.99,-00:20:45.0,2010-09-25,07:30:26.390,2455464.8128,360.0,1.79,I,H,A0620-00,1
rccd100927.0088.fits,A0620-00,06:22:48.54,-00:21:17.5,2010-09-28,07:43:11.862,2455467.82168,360.0,1.59,I,H,A0620-00,No
rccd100927.0089.fits,A0620-00,06:22:48.52,-00:21:18.2,2010-09-28,07:50:08.196,2455467.8265,360.0,1.55,I,J,A0620-00,No
rccd100927.0090.fits,A0620-00,06:22:48.53,-00:21:18.2,2010-09-28,07:57:03.964,2455467.83131,360.0,1.51,I,H,A0620-00,No
rccd100927.0091.fits,A0620-00,06:22:48.72,-00:21:17.1,2010-09-28,08:04:00.174,2455467.83612,360.0,1.47,I,K,A0620-00,No
rccd100927.0092.fits,A0620-00,06:22:48.77,-00:21:16.9,2010-09-28,08:10:56.324,2455467.84094,360.0,1.44,I,H,A0620-00,No
rccd100928.0110.fits,A0620-00,06:22:55.01,-00:21:18.7,2010-09-29,08:12:10.655,2455468.84179,360.0,1.41,B,H,A0620-00,1
rccd100928.0111.fits,A0620-00,06:22:55.03,-00:21:18.3,2010-09-29,08:19:06.607,2455468.84661,360.0,1.38,V,H,A0620-00,1
rccd100928.0112.fits,A0620-00,06:22:55.01,-00:21:18.5,2010-09-29,08:26:04.679,2455468.85144,360.0,1.36,I,H,A0620-00,1
rccd100930.0097.fits,A0620-00,06:22:44.03,-00:20:49.3,2010-10-01,08:27:21.691,2455470.85234,360.0,1.33,B,H,A0620-00,1
rccd100930.0098.fits,A0620-00,06:22:44.10,-00:20:49.9,2010-10-01,08:34:19.163,2455470.85717,360.0,1.3,V,H,A0620-00,1
rccd100930.0099.fits,A0620-00,06:22:44.20,-00:20:50.3,2010-10-01,08:41:17.561,2455470.86201,360.0,1.28,I,H,A0620-00,1
rccd101002.0065.fits,A0620-00,06:22:44.42,-00:20:44.0,2010-10-03,07:31:05.800,2455472.81327,360.0,1.54,B,H,A0620-00,1
rccd101002.0066.fits,A0620-00,06:22:44.46,-00:20:43.4,2010-10-03,07:38:02.207,2455472.81809,360.0,1.5,V,H,A0620-00,1
rccd101002.0067.fits,A0620-00,06:22:44.59,-00:20:42.8,2010-10-03,07:45:00.337,2455472.82293,360.0,1.47,I,H,A0620-00,1
rccd101005.0071.fits,A0620-00,06:22:44.59,-00:20:42.9,2010-10-06,07:34:31.263,2455475.81564,360.0,1.46,B,H,A0620-00,1
rccd101005.0072.fits,A0620-00,06:22:44.68,-00:20:41.7,2010-10-06,07:41:28.118,2455475.82047,360.0,1.43,V,H,A0620-00,1
rccd101005.0073.fits,A0620-00,06:22:44.82,-00:20:40.0,2010-10-06,07:48:27.077,2455475.82532,360.0,1.4,I,H,A0620-00,1
rccd101007.0088.fits,A0620-00,06:22:45.91,-00:20:54.6,2010-10-08,07:49:01.921,2455477.82572,360.0,1.36,B,H,A0620-00,1
rccd101007.0089.fits,A0620-00,06:22:45.86,-00:20:55.2,2010-10-08,07:55:59.007,2455477.83054,360.0,1.34,V,H,A0620-00,1
rccd101007.0090.fits,A0620-00,06:22:45.90,-00:20:54.6,2010-10-08,08:02:57.164,2455477.83539,360.0,1.32,I,H,A0620-00,1
rccd101009.0080.fits,A0620-00,06:22:44.96,-00:20:55.9,2010-10-10,06:53:31.661,2455479.78717,360.0,1.61,B,H,A0620-00,1
rccd101009.0081.fits,A0620-00,06:22:44.88,-00:20:57.0,2010-10-10,07:00:28.337,2455479.79199,360.0,1.56,V,H,A0620-00,1
rccd101009.0082.fits,A0620-00,06:22:44.88,-00:20:56.6,2010-10-10,07:07:26.869,2455479.79684,360.0,1.52,I,H,A0620-00,1
rccd101011.0073.fits,A0620-00,06:22:44.14,-00:21:16.7,2010-10-12,06:55:28.047,2455481.78852,360.0,1.55,B,H,A0620-00,1
rccd101011.0074.fits,A0620-00,06:22:44.10,-00:21:16.4,2010-10-12,07:02:24.782,2455481.79334,360.0,1.51,V,H,A0620-00,1
rccd101011.0075.fits,A0620-00,06:22:44.29,-00:21:14.9,2010-10-12,07:09:23.037,2455481.79818,360.0,1.47,I,H,A0620-00,1
rccd101013.0072.fits,A0620-00,06:22:44.37,-00:20:45.5,2010-10-14,07:32:32.941,2455483.81427,360.0,1.34,B,H,A0620-00,1
rccd101013.0073.fits,A0620-00,06:22:44.40,-00:20:45.3,2010-10-14,07:39:29.609,2455483.8191,360.0,1.31,V,H,A0620-00,1
rccd101013.0074.fits,A0620-00,06:22:44.53,-00:20:45.2,2010-10-14,07:46:27.924,2455483.82394,360.0,1.29,I,H,A0620-00,1
rccd101015.0073.fits,A0620-00,06:22:44.51,-00:20:42.1,2010-10-16,07:00:41.284,2455485.79215,360.0,1.43,B,H,A0620-00,1
rccd101015.0074.fits,A0620-00,06:22:44.70,-00:20:40.6,2010-10-16,07:07:37.613,2455485.79697,360.0,1.4,V,H,A0620-00,1
rccd101015.0075.fits,A0620-00,06:22:44.71,-00:20:39.9,2010-10-16,07:14:35.981,2455485.80181,360.0,1.38,I,H,A0620-00,1
rccd101017.0100.fits,A0620-00,06:22:44.58,-00:20:41.0,2010-10-18,07:39:27.054,2455487.81907,360.0,1.27,B,H,A0620-00,1
rccd101017.0101.fits,A0620-00,06:22:44.63,-00:20:41.6,2010-10-18,07:46:23.968,2455487.82389,360.0,1.25,V,H,A0620-00,1
rccd101017.0102.fits,A0620-00,06:22:44.70,-00:20:42.2,2010-10-18,07:53:22.461,2455487.82874,360.0,1.24,I,H,A0620-00,1
rccd101019.0081.fits,A0620-00,06:22:45.14,-00:20:42.5,2010-10-20,06:53:52.862,2455489.78742,360.0,1.4,B,H,A0620-00,1
rccd101019.0082.fits,A0620-00,06:22:45.13,-00:20:42.1,2010-10-20,07:00:49.600,2455489.79225,360.0,1.37,V,H,A0620-00,1
rccd101019.0083.fits,A0620-00,06:22:45.07,-00:20:41.6,2010-10-20,07:07:47.918,2455489.79709,360.0,1.34,I,H,A0620-00,1
rccd101020.0086.fits,A0620-00,06:22:44.53,-00:20:45.2,2010-10-21,06:59:50.786,2455490.79157,360.0,1.36,B,H,A0620-00,1
rccd101020.0087.fits,A0620-00,06:22:44.46,-00:20:45.1,2010-10-21,07:06:47.459,2455490.79639,360.0,1.33,V,H,A0620-00,1
rccd101020.0088.fits,A0620-00,06:22:44.56,-00:20:44.6,2010-10-21,07:13:46.269,2455490.80124,360.0,1.31,I,H,A0620-00,1
rccd101021.0091.fits,A0620-00,06:22:45.04,-00:21:00.0,2010-10-22,06:55:03.067,2455491.78823,360.0,1.36,B,H,A0620-00,1
rccd101021.0092.fits,A0620-00,06:22:45.04,-00:21:00.6,2010-10-22,07:02:00.203,2455491.79306,360.0,1.33,V,H,A0620-00,1
rccd101021.0093.fits,A0620-00,06:22:45.07,-00:21:00.4,2010-10-22,07:08:59.543,2455491.79791,360.0,1.31,I,H,A0620-00,1
rccd101022.0085.fits,A0620-00,06:22:48.90,-00:21:14.4,2010-10-23,06:45:14.712,2455492.78142,360.0,1.38,B,H,A0620-00,1
rccd101022.0086.fits,A0620-00,06:22:48.87,-00:21:14.7,2010-10-23,06:52:11.448,2455492.78624,360.0,1.36,V,H,A0620-00,1
rccd101022.0087.fits,A0620-00,06:22:48.84,-00:21:14.2,2010-10-23,06:59:09.558,2455492.79108,360.0,1.33,I,H,A0620-00,1
rccd101023.0068.fits,A0620-00,06:22:44.37,-00:20:45.9,2010-10-24,07:08:43.161,2455493.79772,360.0,1.29,B,H,A0620-00,1
rccd101023.0069.fits,A0620-00,06:22:44.45,-00:20:46.7,2010-10-24,07:15:39.499,2455493.80254,360.0,1.27,V,H,A0620-00,1
rccd101023.0070.fits,A0620-00,06:22:44.50,-00:20:46.9,2010-10-24,07:22:38.265,2455493.80739,360.0,1.25,I,H,A0620-00,1
rccd101024.0098.fits,A0620-00,06:22:44.34,-00:20:46.1,2010-10-25,06:50:46.341,2455494.78526,360.0,1.33,B,H,A0620-00,1
rccd101024.0099.fits,A0620-00,06:22:44.33,-00:20:46.7,2010-10-25,06:57:43.012,2455494.79008,360.0,1.31,V,H,A0620-00,1
rccd101024.0100.fits,A0620-00,06:22:44.48,-00:20:46.9,2010-10-25,07:04:41.627,2455494.79493,360.0,1.29,I,H,A0620-00,1
rccd101025.0082.fits,A0620-00,06:22:44.41,-00:20:46.1,2010-10-26,07:33:46.673,2455495.81512,360.0,1.21,B,H,A0620-00,1
rccd101025.0083.fits,A0620-00,06:22:44.46,-00:20:46.4,2010-10-26,07:40:43.050,2455495.81994,360.0,1.2,V,H,A0620-00,1
rccd101025.0084.fits,A0620-00,06:22:44.55,-00:20:46.0,2010-10-26,07:47:41.123,2455495.82478,360.0,1.19,I,H,A0620-00,1
rccd101026.0080.fits,A0620-00,06:22:53.96,-00:21:15.4,2010-10-27,08:06:10.313,2455496.83762,360.0,1.17,B,H,A0620-00,1
rccd101026.0081.fits,A0620-00,06:22:54.00,-00:21:16.1,2010-10-27,08:13:07.084,2455496.84244,360.0,1.16,V,H,A0620-00,1
rccd101026.0082.fits,A0620-00,06:22:53.97,-00:21:16.4,2010-10-27,08:20:05.420,2455496.84728,360.0,1.16,I,H,A0620-00,1
rccd101029.0085.fits,A0620-00,06:22:44.63,-00:20:43.5,2010-10-30,07:09:16.960,2455499.79812,360.0,1.23,B,H,A0620-00,1
rccd101029.0086.fits,A0620-00,06:22:44.74,-00:20:44.7,2010-10-30,07:16:13.821,2455499.80295,360.0,1.22,V,H,A0620-00,1
rccd101029.0087.fits,A0620-00,06:22:44.83,-00:20:44.3,2010-10-30,07:23:12.204,2455499.80779,360.0,1.21,I,H,A0620-00,1
rccd101031.0092.fits,A0620-00,06:22:44.48,-00:20:43.0,2010-11-01,07:26:49.108,2455501.81029,360.0,1.19,B,H,A0620-00,1
rccd101031.0093.fits,A0620-00,06:22:44.43,-00:20:43.7,2010-11-01,07:33:46.153,2455501.81512,360.0,1.18,V,H,A0620-00,1
rccd101031.0094.fits,A0620-00,06:22:44.39,-00:20:43.9,2010-11-01,07:40:44.305,2455501.81996,360.0,1.17,I,H,A0620-00,1
rccd101101.0097.fits,A0620-00,06:22:44.65,-00:20:42.0,2010-11-02,07:10:02.992,2455502.79865,360.0,1.21,B,H,A0620-00,0
rccd101101.0098.fits,A0620-00,06:22:44.71,-00:20:42.0,2010-11-02,07:16:59.678,2455502.80347,360.0,1.2,V,H,A0620-00,0
rccd101101.0099.fits,A0620-00,06:22:44.73,-00:20:41.5,2010-11-02,07:23:57.837,2455502.80831,360.0,1.19,I,H,A0620-00,0
rccd101102.0082.fits,A0620-00,06:22:44.52,-00:20:45.2,2010-11-03,04:47:07.557,2455503.6994,360.0,1.88,V,H,A0620-00,0
rccd101102.0083.fits,A0620-00,06:22:44.31,-00:20:45.2,2010-11-03,04:54:05.973,2455503.70424,360.0,1.81,I,H,A0620-00,0
rccd101102.0087.fits,A0620-00,06:22:44.53,-00:20:43.3,2010-11-03,05:30:56.405,2455503.72983,360.0,1.53,B,H,A0620-00,1
rccd101102.0088.fits,A0620-00,06:22:44.63,-00:20:43.3,2010-11-03,05:37:53.208,2455503.73465,360.0,1.5,V,H,A0620-00,1
rccd101102.0089.fits,A0620-00,06:22:44.74,-00:20:42.5,2010-11-03,05:44:52.116,2455503.7395,360.0,1.46,I,H,A0620-00,1
rccd101104.0054.fits,A0620-00,06:22:46.33,-00:21:24.3,2010-11-05,04:09:12.867,2455505.67306,360.0,2.29,B,H,A0620-00,0
rccd101104.0055.fits,A0620-00,06:22:46.34,-00:21:23.6,2010-11-05,04:16:09.974,2455505.67789,360.0,2.18,V,H,A0620-00,0
rccd101104.0056.fits,A0620-00,06:22:46.48,-00:21:22.4,2010-11-05,04:23:08.437,2455505.68274,360.0,2.08,I,H,A0620-00,0
rccd101104.0078.fits,A0620-00,06:22:44.41,-00:20:45.7,2010-11-05,06:13:38.479,2455505.75947,360.0,1.31,V,H,A0620-00,0
rccd101104.0079.fits,A0620-00,06:22:44.50,-00:20:46.6,2010-11-05,06:20:37.241,2455505.76432,360.0,1.29,I,H,A0620-00,0
rccd101104.0127.fits,A0620-00,06:22:44.52,-00:20:39.3,2010-11-05,07:49:05.867,2455505.82576,360.0,1.15,V,H,A0620-00,4
rccd101104.0128.fits,A0620-00,06:22:44.69,-00:20:39.0,2010-11-05,07:56:03.839,2455505.8306,360.0,1.15,I,H,A0620-00,4
rccd101105.0059.fits,A0620-00,06:22:44.61,-00:20:58.7,2010-11-06,05:26:19.640,2455506.72662,360.0,1.49,B,H,A0620-00,1
rccd101105.0060.fits,A0620-00,06:22:44.72,-00:20:59.0,2010-11-06,05:33:16.122,2455506.73144,360.0,1.46,V,H,A0620-00,1
rccd101105.0061.fits,A0620-00,06:22:44.82,-00:20:58.1,2010-11-06,05:40:14.366,2455506.73628,360.0,1.42,I,H,A0620-00,1
rccd101108.0098.fits,A0620-00,06:22:44.88,-00:20:37.2,2010-11-09,06:51:24.749,2455509.78571,360.0,1.19,B,H,A0620-00,1
rccd101108.0099.fits,A0620-00,06:22:44.84,-00:20:36.9,2010-11-09,06:58:22.006,2455509.79054,360.0,1.18,V,H,A0620-00,1
rccd101108.0100.fits,A0620-00,06:22:44.81,-00:20:36.6,2010-11-09,07:05:21.067,2455509.79539,360.0,1.18,I,H,A0620-00,1
rccd101109.0106.fits,A0620-00,06:22:45.04,-00:20:49.9,2010-11-10,06:33:18.131,2455510.77313,360.0,1.22,B,H,A0620-00,0
rccd101109.0107.fits,A0620-00,06:22:45.06,-00:20:48.6,2010-11-10,06:40:14.471,2455510.77795,360.0,1.2,V,H,A0620-00,0
rccd101109.0108.fits,A0620-00,06:22:45.04,-00:20:47.3,2010-11-10,06:47:12.781,2455510.78279,360.0,1.19,I,H,A0620-00,0
rccd101109.0117.fits,A0620-00,06:22:44.50,-00:20:50.1,2010-11-10,07:22:29.937,2455510.80729,360.0,1.16,V,H,A0620-00,0
rccd101109.0118.fits,A0620-00,06:22:44.51,-00:20:48.3,2010-11-10,07:29:28.088,2455510.81213,360.0,1.15,I,H,A0620-00,0
rccd101110.0094.fits,A0620-00,06:22:45.12,-00:20:40.0,2010-11-11,05:38:24.890,2455511.73501,360.0,1.35,B,H,A0620-00,1
rccd101110.0095.fits,A0620-00,06:22:45.00,-00:20:38.6,2010-11-11,05:45:22.128,2455511.73984,360.0,1.33,V,H,A0620-00,1
rccd101110.0096.fits,A0620-00,06:22:45.05,-00:20:37.7,2010-11-11,05:52:21.078,2455511.74469,360.0,1.31,I,H,A0620-00,1
rccd101111.0101.fits,A0620-00,06:22:44.60,-00:20:42.3,2010-11-12,08:04:51.046,2455512.83671,360.0,1.16,B,H,A0620-00,1
rccd101111.0102.fits,A0620-00,06:22:44.59,-00:20:41.8,2010-11-12,08:11:47.736,2455512.84153,360.0,1.16,V,H,A0620-00,1
rccd101111.0103.fits,A0620-00,06:22:44.57,-00:20:42.0,2010-11-12,08:18:46.295,2455512.84637,360.0,1.17,I,H,A0620-00,1
rccd101112.0036.fits,A0620-00,06:22:44.55,-00:20:42.9,2010-11-13,03:34:49.851,2455513.64919,360.0,2.34,B,H,A0620-00,0
rccd101112.0037.fits,A0620-00,06:22:44.59,-00:20:41.9,2010-11-13,03:41:46.543,2455513.65402,360.0,2.23,V,H,A0620-00,0
rccd101112.0038.fits,A0620-00,06:22:44.75,-00:20:39.5,2010-11-13,03:48:45.053,2455513.65886,360.0,2.12,I,H,A0620-00,0
rccd101112.0108.fits,A0620-00,06:22:44.13,-00:20:42.7,2010-11-13,07:56:23.578,2455513.83084,360.0,1.15,V,H,A0620-00,0
rccd101112.0109.fits,A0620-00,06:22:44.16,-00:20:43.3,2010-11-13,08:03:22.677,2455513.83569,360.0,1.16,I,H,A0620-00,0
rccd101113.0087.fits,A0620-00,06:22:44.58,-00:20:41.5,2010-11-14,05:40:44.579,2455514.73663,360.0,1.31,B,H,A0620-00,0
rccd101113.0088.fits,A0620-00,06:22:44.74,-00:20:42.3,2010-11-14,05:47:41.010,2455514.74145,360.0,1.28,V,H,A0620-00,0
rccd101113.0089.fits,A0620-00,06:22:44.82,-00:20:41.9,2010-11-14,05:54:39.736,2455514.7463,360.0,1.27,I,H,A0620-00,0
rccd101113.0136.fits,A0620-00,06:22:44.43,-00:20:46.3,2010-11-14,08:30:01.820,2455514.8542,360.0,1.19,V,H,A0620-00,0
rccd101113.0137.fits,A0620-00,06:22:44.56,-00:20:45.9,2010-11-14,08:37:00.242,2455514.85904,360.0,1.2,I,H,A0620-00,0
rccd101114.0103.fits,A0620-00,06:22:44.98,-00:20:41.1,2010-11-15,06:32:59.289,2455515.77291,360.0,1.19,B,H,A0620-00,0
rccd101114.0104.fits,A0620-00,06:22:44.88,-00:20:39.9,2010-11-15,06:39:56.344,2455515.77774,360.0,1.18,V,H,A0620-00,0
rccd101114.0105.fits,A0620-00,06:22:44.76,-00:20:39.5,2010-11-15,06:46:55.346,2455515.78259,360.0,1.17,I,H,A0620-00,0
rccd101114.0106.fits,A0620-00,06:22:44.69,-00:20:40.0,2010-11-15,07:00:34.354,2455515.79207,360.0,1.16,V,H,A0620-00,0
rccd101114.0107.fits,A0620-00,06:22:44.68,-00:20:39.3,2010-11-15,07:07:33.325,2455515.79692,360.0,1.16,I,H,A0620-00,0
rccd101115.0082.fits,A0620-00,06:22:44.53,-00:20:44.8,2010-11-16,06:07:43.324,2455516.75537,360.0,1.22,B,H,A0620-00,0
rccd101115.0083.fits,A0620-00,06:22:44.54,-00:20:44.2,2010-11-16,06:14:40.219,2455516.76019,360.0,1.21,V,H,A0620-00,0
rccd101115.0084.fits,A0620-00,06:22:44.58,-00:20:43.4,2010-11-16,06:21:38.843,2455516.76504,360.0,1.2,I,H,A0620-00,0
rccd101115.0085.fits,A0620-00,06:22:44.58,-00:20:42.5,2010-11-16,06:29:04.504,2455516.7702,360.0,1.19,V,H,A0620-00,0
rccd101115.0086.fits,A0620-00,06:22:44.59,-00:20:42.2,2010-11-16,06:36:02.720,2455516.77504,360.0,1.18,I,H,A0620-00,0
rccd101116.0065.fits,A0620-00,06:22:44.53,-00:20:40.9,2010-11-17,05:17:03.631,2455517.72019,360.0,1.34,B,H,A0620-00,0
rccd101116.0066.fits,A0620-00,06:22:44.55,-00:20:40.8,2010-11-17,05:24:00.538,2455517.72501,360.0,1.32,V,H,A0620-00,0
rccd101116.0067.fits,A0620-00,06:22:44.58,-00:20:40.9,2010-11-17,05:30:59.614,2455517.72986,360.0,1.3,I,H,A0620-00,0
rccd101116.0116.fits,A0620-00,06:22:44.59,-00:20:41.3,2010-11-17,08:21:07.391,2455517.84801,360.0,1.19,V,H,A0620-00,0
rccd101116.0117.fits,A0620-00,06:22:44.79,-00:20:40.9,2010-11-17,08:28:06.461,2455517.85286,360.0,1.2,I,H,A0620-00,0
rccd101117.0039.fits,A0620-00,06:22:44.58,-00:20:44.0,2010-11-18,03:33:17.681,2455518.64812,360.0,2.06,B,H,A0620-00,1
rccd101117.0040.fits,A0620-00,06:22:44.75,-00:20:41.5,2010-11-18,03:40:14.690,2455518.65295,360.0,1.97,V,H,A0620-00,1
rccd101117.0041.fits,A0620-00,06:22:44.55,-00:20:40.5,2010-11-18,03:47:13.553,2455518.6578,360.0,1.89,I,H,A0620-00,1
rccd101118.0066.fits,A0620-00,06:22:44.67,-00:20:52.8,2010-11-19,04:22:00.464,2455519.68195,360.0,1.57,B,H,A0620-00,0
rccd101118.0067.fits,A0620-00,06:22:44.64,-00:20:52.6,2010-11-19,04:28:57.074,2455519.68677,360.0,1.53,V,H,A0620-00,0
rccd101118.0068.fits,A0620-00,06:22:44.71,-00:20:51.7,2010-11-19,04:35:56.052,2455519.69162,360.0,1.49,I,H,A0620-00,0
