filename,OBJECT,RA,DEC,DATE-OBS,TIME-OBS,JD,EXPTIME,SECZ,CCDFLTID,IRFLTID,TILT1,TILT2,TILT3,OWNER
ir030331.0364.fits,XTE J1746-322,17:46:24.01,-32:13:0.4,2003-04-01,08:51:12,2452730.8689,30.04,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030331.0383.fits,J16320-4751,16:32:1.97,-47:52:27.8,2003-04-01,09:12:26,2452730.88364,30.04,1.06,I,K,1702,2137,2460,YALE-03A-0001
ir030331.0336.fits,J16320-4751,16:32:1.60,-47:52:28.1,2003-04-01,07:59:17,2452730.83284,30.05,1.06,I,K,1762,2107,2430,YALE-03A-0001
ir030331.0372.fits,XTE J1746-322,17:46:24.06,-32:13:0.1,2003-04-01,08:58:14,2452730.87378,30.04,1.02,I,K,1732,2167,2400,YALE-03A-0001
ir030331.0367.fits,XTE J1746-322,17:46:24.02,-32:13:0.2,2003-04-01,08:53:51,2452730.87074,30.04,1.03,I,K,1762,2107,2430,YALE-03A-0001
ir030331.0369.fits,XTE J1746-322,17:46:24.03,-32:13:0.2,2003-04-01,08:55:37,2452730.87196,30.05,1.02,I,K,1762,2137,2400,YALE-03A-0001
ir030331.0366.fits,XTE J1746-322,17:46:24.00,-32:13:0.2,2003-04-01,08:52:58,2452730.87012,30.05,1.03,I,K,1702,2137,2460,YALE-03A-0001
ir030331.0370.fits,XTE J1746-322,17:46:24.03,-32:13:0.0,2003-04-01,08:56:30,2452730.87257,30.04,1.02,I,K,1702,2167,2430,YALE-03A-0001
ir030331.0371.fits,XTE J1746-322,17:46:24.07,-32:13:0.3,2003-04-01,08:57:22,2452730.87317,30.05,1.02,I,K,1732,2137,2430,YALE-03A-0001
ir030331.0373.fits,XTE J1746-322,17:46:24.09,-32:13:0.2,2003-04-01,08:59:07,2452730.87439,30.05,1.02,I,K,1702,2137,2460,YALE-03A-0001
ir030402skyJb.0006.fits,J_Bright,07:47:16.58,-29:59:55.4,2003-04-02,22:47:30,2452732.44965,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0005.fits,J_Bright,07:46:54.21,-29:59:55.5,2003-04-02,22:47:07,2452732.44939,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0004.fits,J_Bright,07:46:31.87,-29:59:55.6,2003-04-02,22:46:45,2452732.44914,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0003.fits,J_Bright,07:46:9.50,-29:59:55.7,2003-04-02,22:46:23,2452732.44888,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0002.fits,J_Bright,07:45:47.35,-29:59:55.8,2003-04-02,22:46:01,2452732.44862,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0001.fits,J_Junk,07:45:4.94,-29:59:56.9,2003-04-02,22:45:18,2452732.44813,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0354.fits,GX339-4,17:02:49.54,-48:47:23.7,2003-04-02,08:26:03,2452731.85143,30.04,1.07,V,J,1732,2137,2430,YALE-03A-0001
ir030401.0359.fits,XTE J1720-318,17:19:59.10,-31:44:49.2,2003-04-02,08:37:21,2452731.85928,120.02,1.01,I,J,1732,2097,2470,YALE-03A-0001
ir030402skyJb.0007.fits,J_Bright,07:47:38.75,-29:59:55.3,2003-04-02,22:47:52,2452732.44991,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0352.fits,GX339-4,17:02:49.50,-48:47:23.6,2003-04-02,08:24:17,2452731.8502,30.04,1.07,V,J,1772,2137,2390,YALE-03A-0001
ir030401.0351.fits,GX339-4,17:02:49.48,-48:47:23.5,2003-04-02,08:23:24,2452731.84959,30.05,1.07,V,J,1732,2097,2470,YALE-03A-0001
ir030401.0350.fits,GX339-4,17:02:49.45,-48:47:23.5,2003-04-02,08:22:31,2452731.84898,30.04,1.07,V,J,1772,2097,2430,YALE-03A-0001
ir030401.0349.fits,GX339-4,17:02:49.44,-48:47:23.6,2003-04-02,08:21:38,2452731.84837,30.04,1.07,V,J,1692,2137,2470,YALE-03A-0001
ir030401.0348.fits,GX339-4,17:02:49.43,-48:47:23.5,2003-04-02,08:20:45,2452731.84775,30.04,1.07,V,J,1732,2177,2390,YALE-03A-0001
ir030401.0353.fits,GX339-4,17:02:49.51,-48:47:23.6,2003-04-02,08:25:10,2452731.85082,30.04,1.07,V,J,1692,2177,2430,YALE-03A-0001
ir030402skyJb.0008.fits,J_Bright,07:48:1.11,-29:59:55.2,2003-04-02,22:48:14,2452732.45017,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0009.fits,J_Bright,07:48:23.48,-29:59:55.2,2003-04-02,22:48:36,2452732.45042,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0010.fits,J_Bright,07:48:45.85,-29:59:55.1,2003-04-02,22:48:59,2452732.45068,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0005.fits,J_Faint,07:59:50.57,-29:59:52.6,2003-04-02,23:00:02,2452732.45836,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0006.fits,J_Faint,08:00:12.93,-29:59:52.5,2003-04-02,23:00:24,2452732.45861,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0007.fits,J_Faint,08:00:35.09,-29:59:52.4,2003-04-02,23:00:46,2452732.45887,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0008.fits,J_Faint,08:00:57.42,-29:59:52.4,2003-04-02,23:01:08,2452732.45913,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0009.fits,J_Faint,08:01:19.60,-29:59:52.3,2003-04-02,23:01:30,2452732.45938,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0010.fits,J_Faint,08:01:41.96,-29:59:52.1,2003-04-02,23:01:53,2452732.45964,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0011.fits,J_Faint,08:02:4.32,-29:59:52.1,2003-04-02,23:02:15,2452732.4599,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0009.fits,J_Bright,07:48:23.48,-29:59:55.2,2003-04-02,22:48:36,2452732.45042,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0011.fits,J_Faint,08:02:4.32,-29:59:52.1,2003-04-02,23:02:15,2452732.4599,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0347.fits,GX339-4,17:02:49.41,-48:47:23.4,2003-04-02,08:19:52,2452731.84714,30.04,1.07,V,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0010.fits,J_Faint,08:01:41.96,-29:59:52.1,2003-04-02,23:01:53,2452732.45964,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0008.fits,J_Faint,08:00:57.42,-29:59:52.4,2003-04-02,23:01:08,2452732.45913,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0007.fits,J_Faint,08:00:35.09,-29:59:52.4,2003-04-02,23:00:46,2452732.45887,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0006.fits,J_Faint,08:00:12.93,-29:59:52.5,2003-04-02,23:00:24,2452732.45861,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0005.fits,J_Faint,07:59:50.57,-29:59:52.6,2003-04-02,23:00:02,2452732.45836,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0004.fits,J_Faint,07:59:28.41,-29:59:52.7,2003-04-02,22:59:40,2452732.4581,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0003.fits,J_Faint,07:59:6.05,-29:59:52.8,2003-04-02,22:59:17,2452732.45784,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0002.fits,J_Faint,07:58:43.92,-29:59:52.8,2003-04-02,22:58:55,2452732.45759,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0001.fits,J_Junk,07:58:0.25,-29:59:53.0,2003-04-02,22:58:12,2452732.45708,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0011.fits,J_Bright,07:49:8.02,-29:59:55.0,2003-04-02,22:49:21,2452732.45094,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0009.fits,J_Faint,08:01:19.60,-29:59:52.3,2003-04-02,23:01:30,2452732.45938,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0346.fits,GX339-4,17:02:49.39,-48:47:23.4,2003-04-02,08:18:46,2452731.84637,30.04,1.07,I,H,1732,2137,2430,YALE-03A-0001
ir030401.0342.fits,GX339-4,17:02:49.31,-48:47:23.4,2003-04-02,08:15:15,2452731.84393,30.04,1.07,I,H,1772,2097,2430,YALE-03A-0001
ir030401.0344.fits,GX339-4,17:02:49.35,-48:47:23.3,2003-04-02,08:17:01,2452731.84516,30.05,1.07,I,H,1772,2137,2390,YALE-03A-0001
ir030402skyJb.0007.fits,J_Bright,07:47:38.75,-29:59:55.3,2003-04-02,22:47:52,2452732.44991,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0011.fits,J_Faint,08:02:4.32,-29:59:52.1,2003-04-02,23:02:15,2452732.4599,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0010.fits,J_Faint,08:01:41.96,-29:59:52.1,2003-04-02,23:01:53,2452732.45964,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0009.fits,J_Faint,08:01:19.60,-29:59:52.3,2003-04-02,23:01:30,2452732.45938,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0008.fits,J_Faint,08:00:57.42,-29:59:52.4,2003-04-02,23:01:08,2452732.45913,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0007.fits,J_Faint,08:00:35.09,-29:59:52.4,2003-04-02,23:00:46,2452732.45887,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0010.fits,J_Bright,07:48:45.85,-29:59:55.1,2003-04-02,22:48:59,2452732.45068,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0011.fits,J_Bright,07:49:8.02,-29:59:55.0,2003-04-02,22:49:21,2452732.45094,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0001.fits,J_Junk,07:58:0.25,-29:59:53.0,2003-04-02,22:58:12,2452732.45708,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0002.fits,J_Faint,07:58:43.92,-29:59:52.8,2003-04-02,22:58:55,2452732.45759,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0003.fits,J_Faint,07:59:6.05,-29:59:52.8,2003-04-02,22:59:17,2452732.45784,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0004.fits,J_Faint,07:59:28.41,-29:59:52.7,2003-04-02,22:59:40,2452732.4581,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0005.fits,J_Faint,07:59:50.57,-29:59:52.6,2003-04-02,23:00:02,2452732.45836,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0355.fits,XTE J1720-318,17:19:58.99,-31:44:48.0,2003-04-02,08:27:49,2452731.85266,120.02,1.02,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0356.fits,XTE J1720-318,17:19:59.00,-31:44:48.4,2003-04-02,08:30:12,2452731.85431,120.01,1.02,I,J,1732,2177,2390,YALE-03A-0001
ir030401.0357.fits,XTE J1720-318,17:19:59.03,-31:44:48.7,2003-04-02,08:32:35,2452731.85597,120.01,1.02,I,J,1692,2137,2470,YALE-03A-0001
ir030401.0358.fits,XTE J1720-318,17:19:59.05,-31:44:48.9,2003-04-02,08:34:59,2452731.85763,120.01,1.02,I,J,1772,2097,2430,YALE-03A-0001
ir030402skyJb.0006.fits,J_Bright,07:47:16.58,-29:59:55.4,2003-04-02,22:47:30,2452732.44965,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0005.fits,J_Bright,07:46:54.21,-29:59:55.5,2003-04-02,22:47:07,2452732.44939,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0004.fits,J_Bright,07:46:31.87,-29:59:55.6,2003-04-02,22:46:45,2452732.44914,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0003.fits,J_Bright,07:46:9.50,-29:59:55.7,2003-04-02,22:46:23,2452732.44888,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0343.fits,GX339-4,17:02:49.33,-48:47:23.5,2003-04-02,08:16:08,2452731.84454,30.04,1.07,I,H,1732,2097,2470,YALE-03A-0001
ir030402skyJf.0006.fits,J_Faint,08:00:12.93,-29:59:52.5,2003-04-02,23:00:24,2452732.45861,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0341.fits,GX339-4,17:02:49.30,-48:47:23.3,2003-04-02,08:14:22,2452731.84331,30.05,1.07,I,H,1692,2137,2470,YALE-03A-0001
ir030401.0340.fits,GX339-4,17:02:49.29,-48:47:23.2,2003-04-02,08:13:29,2452731.8427,30.05,1.07,I,H,1732,2177,2390,YALE-03A-0001
ir030401.0339.fits,GX339-4,17:02:49.33,-48:47:23.5,2003-04-02,08:12:36,2452731.84209,30.05,1.07,I,H,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0004.fits,J_Faint,07:59:28.41,-29:59:52.7,2003-04-02,22:59:40,2452732.4581,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0360.fits,XTE J1746-322,17:46:23.98,-32:12:59.7,2003-04-02,08:40:26,2452731.86142,30.05,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0361.fits,XTE J1746-322,17:46:23.99,-32:12:59.8,2003-04-02,08:41:18,2452731.86202,30.05,1.03,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0345.fits,GX339-4,17:02:49.36,-48:47:23.4,2003-04-02,08:17:54,2452731.84577,30.05,1.07,I,H,1692,2177,2430,YALE-03A-0001
ir030401.0362.fits,XTE J1746-322,17:46:24.01,-32:12:59.9,2003-04-02,08:42:11,2452731.86264,30.05,1.03,I,K,1702,2137,2460,YALE-03A-0001
ir030401.0364.fits,XTE J1746-322,17:46:24.04,-32:13:0.0,2003-04-02,08:43:57,2452731.86385,30.04,1.03,I,K,1732,2107,2460,YALE-03A-0001
ir030401.0365.fits,XTE J1746-322,17:46:24.07,-32:13:0.2,2003-04-02,08:44:50,2452731.86447,30.04,1.03,I,K,1762,2137,2400,YALE-03A-0001
ir030401.0366.fits,XTE J1746-322,17:46:24.07,-32:13:0.2,2003-04-02,08:45:43,2452731.86509,30.05,1.03,I,K,1702,2167,2430,YALE-03A-0001
ir030401.0367.fits,XTE J1746-322,17:46:24.07,-32:13:0.0,2003-04-02,08:46:35,2452731.86569,30.04,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0368.fits,XTE J1746-322,17:46:24.08,-32:13:0.0,2003-04-02,08:47:27,2452731.86629,30.05,1.03,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0369.fits,XTE J1746-322,17:46:24.09,-32:13:0.0,2003-04-02,08:48:21,2452731.86691,30.04,1.03,I,K,1702,2137,2460,YALE-03A-0001
ir030402skyJb.0001.fits,J_Junk,07:45:4.94,-29:59:56.9,2003-04-02,22:45:18,2452732.44813,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0002.fits,J_Bright,07:45:47.35,-29:59:55.8,2003-04-02,22:46:01,2452732.44862,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0363.fits,XTE J1746-322,17:46:24.03,-32:13:0.0,2003-04-02,08:43:05,2452731.86325,30.04,1.03,I,K,1762,2107,2430,YALE-03A-0001
ir030402skyJf.0003.fits,J_Faint,07:59:6.05,-29:59:52.8,2003-04-02,22:59:17,2452732.45784,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0008.fits,J_Bright,07:48:1.11,-29:59:55.2,2003-04-02,22:48:14,2452732.45017,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0001.fits,J_Junk,07:58:0.25,-29:59:53.0,2003-04-02,22:58:12,2452732.45708,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0378.fits,J16320-4751,16:32:1.74,-47:52:28.0,2003-04-02,08:58:37,2452731.87404,30.05,1.05,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0377.fits,J16320-4751,16:32:1.75,-47:52:28.0,2003-04-02,08:57:45,2452731.87344,30.05,1.05,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0376.fits,J16320-4751,16:32:1.75,-47:52:28.1,2003-04-02,08:56:52,2452731.87283,30.05,1.05,I,K,1702,2167,2430,YALE-03A-0001
ir030401.0375.fits,J16320-4751,16:32:1.76,-47:52:28.3,2003-04-02,08:55:59,2452731.87222,30.05,1.05,I,K,1762,2137,2400,YALE-03A-0001
ir030401.0374.fits,J16320-4751,16:32:1.76,-47:52:28.1,2003-04-02,08:55:06,2452731.8716,30.04,1.05,I,K,1732,2107,2460,YALE-03A-0001
ir030401.0373.fits,J16320-4751,16:32:1.75,-47:52:28.2,2003-04-02,08:54:14,2452731.871,30.05,1.05,I,K,1762,2107,2430,YALE-03A-0001
ir030401.0372.fits,J16320-4751,16:32:1.74,-47:52:28.3,2003-04-02,08:53:20,2452731.87038,30.05,1.05,I,K,1702,2137,2460,YALE-03A-0001
ir030401.0371.fits,J16320-4751,16:32:1.75,-47:52:28.4,2003-04-02,08:52:27,2452731.86976,30.05,1.05,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0379.fits,J16320-4751,16:32:1.76,-47:52:28.0,2003-04-02,08:59:30,2452731.87466,30.04,1.05,I,K,1702,2137,2460,YALE-03A-0001
ir030402skyKf.0011.fits,K_Faint,07:56:46.20,-29:59:53.3,2003-04-02,22:56:58,2452732.45623,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0001.fits,J_Junk,07:45:4.94,-29:59:56.9,2003-04-02,22:45:18,2452732.44813,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0002.fits,J_Bright,07:45:47.35,-29:59:55.8,2003-04-02,22:46:01,2452732.44862,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0337.fits,J16320-4751,16:32:1.80,-47:52:28.2,2003-04-02,08:08:40,2452731.83936,30.04,1.05,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0336.fits,J16320-4751,16:32:1.80,-47:52:28.2,2003-04-02,08:07:49,2452731.83877,30.05,1.06,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0335.fits,J16320-4751,16:32:1.79,-47:52:28.2,2003-04-02,08:06:57,2452731.83816,30.05,1.06,I,K,1702,2167,2430,YALE-03A-0001
ir030401.0334.fits,J16320-4751,16:32:1.78,-47:52:28.4,2003-04-02,08:06:04,2452731.83755,30.04,1.06,I,K,1762,2137,2400,YALE-03A-0001
ir030401.0333.fits,J16320-4751,16:32:1.76,-47:52:28.5,2003-04-02,08:05:10,2452731.83693,30.04,1.06,I,K,1732,2107,2460,YALE-03A-0001
ir030401.0332.fits,J16320-4751,16:32:1.74,-47:52:28.5,2003-04-02,08:04:18,2452731.83633,30.04,1.06,I,K,1762,2107,2430,YALE-03A-0001
ir030401.0338.fits,J16320-4751,16:32:1.81,-47:52:28.1,2003-04-02,08:09:35,2452731.83999,30.05,1.05,I,K,1702,2137,2460,YALE-03A-0001
ir030402skyJb.0003.fits,J_Bright,07:46:9.50,-29:59:55.7,2003-04-02,22:46:23,2452732.44888,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0001.fits,K_Junk,06:32:13.10,-30:10:7.6,2003-04-02,22:05:34,2452732.42053,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0003.fits,K_Bright,06:33:9.43,-30:10:7.4,2003-04-02,22:06:30,2452732.42118,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0009.fits,K_Faint,07:56:1.89,-29:59:53.5,2003-04-02,22:56:14,2452732.45572,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0008.fits,K_Faint,07:55:39.75,-29:59:53.6,2003-04-02,22:55:51,2452732.45546,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0007.fits,K_Faint,07:55:17.38,-29:59:53.7,2003-04-02,22:55:29,2452732.4552,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0006.fits,K_Faint,07:54:55.23,-29:59:53.7,2003-04-02,22:55:07,2452732.45495,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0005.fits,K_Faint,07:54:33.10,-29:59:53.8,2003-04-02,22:54:45,2452732.45469,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0004.fits,K_Faint,07:54:10.73,-29:59:53.8,2003-04-02,22:54:23,2452732.45443,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0003.fits,K_Faint,07:53:48.58,-29:59:53.9,2003-04-02,22:54:01,2452732.45418,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0002.fits,K_Faint,07:53:26.22,-29:59:54.0,2003-04-02,22:53:38,2452732.45392,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0002.fits,K_Bright,06:32:47.28,-30:10:7.5,2003-04-02,22:06:08,2452732.42093,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0001.fits,K_Junk,07:51:12.05,-29:59:54.6,2003-04-02,22:51:24,2452732.45237,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyJf.0002.fits,J_Faint,07:58:43.92,-29:59:52.8,2003-04-02,22:58:55,2452732.45759,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0010.fits,K_Bright,06:35:45.13,-30:10:6.7,2003-04-02,22:09:05,2452732.42298,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0009.fits,K_Bright,06:35:22.76,-30:10:6.8,2003-04-02,22:08:43,2452732.42272,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0008.fits,K_Bright,06:35:0.62,-30:10:6.9,2003-04-02,22:08:21,2452732.42247,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0007.fits,K_Bright,06:34:38.47,-30:10:7.0,2003-04-02,22:07:59,2452732.42221,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0006.fits,K_Bright,06:34:16.10,-30:10:7.1,2003-04-02,22:07:36,2452732.42195,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0005.fits,K_Bright,06:33:53.96,-30:10:7.2,2003-04-02,22:07:14,2452732.4217,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0004.fits,K_Bright,06:33:31.80,-30:10:7.3,2003-04-02,22:06:52,2452732.42144,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKb.0011.fits,K_Bright,06:36:7.49,-30:10:6.6,2003-04-02,22:09:27,2452732.42324,4.01,1.01,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0004.fits,J_Bright,07:46:31.87,-29:59:55.6,2003-04-02,22:46:45,2452732.44914,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030401.0370.fits,J16320-4751,16:32:1.75,-47:52:28.6,2003-04-02,08:51:35,2452731.86916,30.05,1.05,I,K,1732,2137,2430,YALE-03A-0001
ir030402skyKf.0010.fits,K_Faint,07:56:24.06,-29:59:53.4,2003-04-02,22:56:36,2452732.45597,4.01,1.03,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0295.fits,J16320-4751,16:32:1.72,-47:52:28.6,2003-04-02,07:04:38,2452731.79489,30.05,1.1,V,K,1732,2137,2430,YALE-03A-0001
ir030401.0296.fits,J16320-4751,16:32:1.72,-47:52:27.8,2003-04-02,07:05:29,2452731.79548,30.04,1.1,V,K,1732,2167,2400,YALE-03A-0001
ir030401.0297.fits,J16320-4751,16:32:1.70,-47:52:27.7,2003-04-02,07:06:23,2452731.7961,30.04,1.1,V,K,1702,2137,2460,YALE-03A-0001
ir030401.0298.fits,J16320-4751,16:32:1.70,-47:52:27.4,2003-04-02,07:07:16,2452731.79672,30.05,1.1,V,K,1762,2107,2430,YALE-03A-0001
ir030401.0299.fits,J16320-4751,16:32:1.70,-47:52:27.0,2003-04-02,07:08:08,2452731.79732,30.04,1.1,V,K,1732,2107,2460,YALE-03A-0001
ir030401.0300.fits,J16320-4751,16:32:1.71,-47:52:26.8,2003-04-02,07:09:01,2452731.79794,30.05,1.1,V,K,1762,2137,2400,YALE-03A-0001
ir030401.0331.fits,J16320-4751,16:32:1.75,-47:52:28.6,2003-04-02,08:03:25,2452731.83571,30.04,1.06,I,K,1702,2137,2460,YALE-03A-0001
ir030401.0330.fits,J16320-4751,16:32:1.72,-47:52:28.6,2003-04-02,08:02:32,2452731.83509,30.04,1.06,I,K,1732,2167,2400,YALE-03A-0001
ir030401.0329.fits,J16320-4751,16:32:1.72,-47:52:28.9,2003-04-02,08:01:40,2452731.83449,30.05,1.06,I,K,1732,2137,2430,YALE-03A-0001
ir030401.0304.fits,J16320-4751,16:32:1.73,-47:52:25.8,2003-04-02,07:12:32,2452731.80038,30.05,1.09,V,K,1702,2137,2460,YALE-03A-0001
ir030401.0303.fits,J16320-4751,16:32:1.72,-47:52:26.0,2003-04-02,07:11:39,2452731.79976,30.04,1.09,V,K,1732,2167,2400,YALE-03A-0001
ir030401.0302.fits,J16320-4751,16:32:1.72,-47:52:26.1,2003-04-02,07:10:47,2452731.79916,30.04,1.1,V,K,1732,2137,2430,YALE-03A-0001
ir030401.0301.fits,J16320-4751,16:32:1.69,-47:52:26.5,2003-04-02,07:09:55,2452731.79856,30.04,1.1,V,K,1702,2167,2430,YALE-03A-0001
ir030402skyJb.0010.fits,J_Bright,07:48:45.85,-29:59:55.1,2003-04-02,22:48:59,2452732.45068,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0008.fits,J_Bright,07:48:1.11,-29:59:55.2,2003-04-02,22:48:14,2452732.45017,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0005.fits,J_Bright,07:46:54.21,-29:59:55.5,2003-04-02,22:47:07,2452732.44939,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0007.fits,J_Bright,07:47:38.75,-29:59:55.3,2003-04-02,22:47:52,2452732.44991,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0006.fits,J_Bright,07:47:16.58,-29:59:55.4,2003-04-02,22:47:30,2452732.44965,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
ir030402skyJb.0011.fits,J_Bright,07:49:8.02,-29:59:55.0,2003-04-02,22:49:21,2452732.45094,4.01,1.03,I,J,1732,2137,2430,YALE-03A-0001
